baseMean,log2FoldChange,padj,seed_ortholog,evalue,evalue,score,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KO definition,KEGG_Pathway,significant
17385.893626533,-1.51210215560298,0.0001370974344049,203124.Tery_4355,0.0,0.0,774.2,938.0,"COG0719@1|root,COG0719@2|Bacteria,1G0TH@1117|Cyanobacteria,1H8CG@1150|Oscillatoriales",1117|Cyanobacteria,O,COG0719 ABC-type transport system involved in Fe-S cluster assembly permease component,sufB,-,-,ko:K09014,Fe-S cluster assembly protein SufB,-,Significant
4007.75899385445,-1.51097900918626,6.4260486788384e-05,203124.Tery_1037,0.0,3.7e-162,157.9,454.0,"COG0664@1|root,COG0664@2|Bacteria,1G02U@1117|Cyanobacteria,1H923@1150|Oscillatoriales",1117|Cyanobacteria,K,- catabolite gene activator and regulatory subunit of cAMP-dependent protein,-,-,-,-,"CRP/FNR family transcriptional regulator, cyclic AMP receptor protein",-,Significant
1359.41468222323,-1.50783624103379,0.0002973137589755,203124.Tery_3271,,6.3699999999999994e-74,,221.0,"2AKSF@1|root,31BJF@2|Bacteria,1G6J3@1117|Cyanobacteria,1HBJ7@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
15903.7856702163,-1.50743281237038,8.36053264652691e-05,203124.Tery_2960,1.87e-111,3.31e-106,,306.0,"2C2YV@1|root,32T2J@2|Bacteria,1G5TP@1117|Cyanobacteria,1HB4Y@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
6681.60130184604,-1.50684549224585,0.0097179553387929,203124.Tery_2255,,0.0,,972.0,"COG2304@1|root,COG4675@1|root,COG5164@1|root,COG2304@2|Bacteria,COG4675@2|Bacteria,COG5164@2|Bacteria,1GBAY@1117|Cyanobacteria",1117|Cyanobacteria,Q,Concanavalin A-like lectin/glucanases superfamily,-,-,-,-,,-,Significant
96558.9351861672,-1.50505274765113,1.34825296548069e-05,203124.Tery_2437,,0.0,1376.4,1518.0,"COG0542@1|root,COG0542@2|Bacteria,1G0ZH@1117|Cyanobacteria,1H8UC@1150|Oscillatoriales",1117|Cyanobacteria,O,Belongs to the ClpA ClpB family,clpC,-,-,ko:K03696,ATP-dependent Clp protease ATP-binding subunit ClpC,"ko01100,map01100",Significant
9492.32877253386,-1.50416386631227,3.66831636989384e-06,203124.Tery_3983,0.0,0.0,586.0,873.0,"COG0281@1|root,COG0281@2|Bacteria,1G158@1117|Cyanobacteria,1H7X4@1150|Oscillatoriales",1117|Cyanobacteria,C,"PFAM Malic enzyme, NAD binding domain",me,-,1.1.1.38,ko:K00027,malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38],"ko00620,ko01200,ko02020,map00620,map01200,map02020",Significant
1053.0585517402,-1.50396853347779,5.74481587556616e-06,203124.Tery_2605,1.2700000000000001e-86,2.74e-82,,243.0,"2EA0G@1|root,3345Y@2|Bacteria,1G915@1117|Cyanobacteria,1HBI9@1150|Oscillatoriales",1117|Cyanobacteria,-,-,-,-,-,-,,-,Significant
4866.88983429223,-1.50380230450387,0.0002997037655077,203124.Tery_0494,0.0,0.0,963.0,1041.0,"COG0654@1|root,COG0654@2|Bacteria,1G0C3@1117|Cyanobacteria,1H7EW@1150|Oscillatoriales",1117|Cyanobacteria,CH,FAD dependent oxidoreductase,cruP,-,5.5.1.19,ko:K14606,lycopene cyclase CruP [EC:5.5.1.19],"ko00906,ko01100,ko01110,map00906,map01100,map01110",Significant
927.594411494793,-1.5033140733019,0.0007380022691536,203124.Tery_0413,1.55e-135,9.58e-131,236.2,373.0,"COG1573@1|root,COG1573@2|Bacteria,1FZYH@1117|Cyanobacteria,1H840@1150|Oscillatoriales",1117|Cyanobacteria,L,"Uracil-DNA glycosylase, family 4",-,-,3.2.2.27,ko:K21929,uracil-DNA glycosylase [EC:3.2.2.27],"ko03410,map03410",Significant
1170.04788123954,-1.50013378495422,0.0003762998853233,203124.Tery_3574,1.7299999999999998e-268,6.17e-263,418.6,719.0,"COG4638@1|root,COG4638@2|Bacteria,1G22J@1117|Cyanobacteria,1H8JV@1150|Oscillatoriales",1117|Cyanobacteria,P,large terminal subunit',cbaB,-,-,-,"renierapurpurin 18,18'-hydroxylase",-,Significant
13449.819854129,-1.49878187155675,5.5071087010852e-05,203124.Tery_4747,6.87e-33,0.0,642.0,884.0,"COG1249@1|root,COG1249@2|Bacteria,1G0W0@1117|Cyanobacteria,1H7CB@1150|Oscillatoriales",1117|Cyanobacteria,C,Belongs to the class-I pyridine nucleotide-disulfide oxidoreductase family,gor,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",1.8.1.7,ko:K00383,glutathione reductase (NADPH) [EC:1.8.1.7],"ko00480,ko04918,map00480,map04918",Significant
15149.8469969514,-1.49860445691768,0.0002735921585623,203124.Tery_0543,0.0,0.0,1404.0,1639.0,"COG0542@1|root,COG0542@2|Bacteria,1G04Z@1117|Cyanobacteria,1H92G@1150|Oscillatoriales",1117|Cyanobacteria,O,"Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE",clpB,-,-,ko:K03695,ATP-dependent Clp protease ATP-binding subunit ClpB,"ko04213,map04213",Significant
3244.70306763207,-1.4984002244993,0.0059250350587227,203124.Tery_1984,0.0,0.0,535.1,1139.0,"COG0171@1|root,COG0388@1|root,COG0171@2|Bacteria,COG0388@2|Bacteria,1G1DF@1117|Cyanobacteria,1H8EP@1150|Oscillatoriales",1117|Cyanobacteria,H,Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses L-glutamine as a nitrogen source,nadE,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008795,GO:0009058,GO:0009108,GO:0009117,GO:0009165,GO:0009435,GO:0009987,GO:0016874,GO:0016879,GO:0016880,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019637,GO:0019674,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0046496,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576","6.3.1.5,6.3.5.1","ko:K01916,ko:K01950",NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1],"ko00760,ko01100,map00760,map01100",Significant
644.258074158113,-1.49785586885329,0.0039518462610314,203124.Tery_1846,4.04e-232,1.63e-120,50.6,346.0,"COG0500@1|root,COG2226@2|Bacteria,1G62B@1117|Cyanobacteria,1HE4G@1150|Oscillatoriales",1117|Cyanobacteria,H,PFAM Methyltransferase type 11 Methyltransferase type 12,-,-,-,-,malonyl-CoA O-methyltransferase [EC:2.1.1.197],-,Significant
3185.29198964785,-1.49629852203164,0.0004923372166725,203124.Tery_2716,4.5200000000000003e-72,6.86e-68,,205.0,"2CGXD@1|root,32S4S@2|Bacteria,1G7RZ@1117|Cyanobacteria,1HBJQ@1150|Oscillatoriales",1117|Cyanobacteria,S,Protein of unknown function (DUF3181),-,-,-,-,,-,Significant
5784.11326344348,-1.49615280230483,0.0004558717024784,203124.Tery_3191,1.92e-260,1.06e-258,168.8,710.0,"COG0517@1|root,COG1994@1|root,COG0517@2|Bacteria,COG1994@2|Bacteria,1G05Y@1117|Cyanobacteria,1H6X5@1150|Oscillatoriales",1117|Cyanobacteria,S,Belongs to the peptidase M50B family,-,"GO:0003674,GO:0003824,GO:0003938,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006163,GO:0006164,GO:0006183,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009163,GO:0009165,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0042278,GO:0042451,GO:0042455,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046039,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901068,GO:1901070,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659",-,ko:K06402,stage IV sporulation protein FB [EC:3.4.24.-],-,Significant
7148.77941727162,-1.49318969961054,6.19455036739433e-06,203124.Tery_1957,0.000883,7.33e-215,485.8,592.0,"COG0320@1|root,COG0320@2|Bacteria,1G0SP@1117|Cyanobacteria,1H6WY@1150|Oscillatoriales",1117|Cyanobacteria,H,"Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives",lipA1,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006464,GO:0006629,GO:0006631,GO:0006633,GO:0006732,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009106,GO:0009107,GO:0009108,GO:0009249,GO:0009987,GO:0010467,GO:0016053,GO:0016740,GO:0016782,GO:0016783,GO:0016992,GO:0018065,GO:0018130,GO:0018193,GO:0018205,GO:0019538,GO:0019752,GO:0032787,GO:0036211,GO:0043170,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0046483,GO:0051186,GO:0051188,GO:0051604,GO:0070283,GO:0071704,GO:0072330,GO:1901360,GO:1901362,GO:1901564,GO:1901576",2.8.1.8,ko:K03644,lipoyl synthase [EC:2.8.1.8],"ko00785,ko01100,map00785,map01100",Significant
4858.34512431455,-1.49280389738653,7.66885752051812e-06,203124.Tery_4637,2.9399999999999998e-229,1.0500000000000001e-223,74.6,615.0,"COG1235@1|root,COG1235@2|Bacteria,1G0QQ@1117|Cyanobacteria,1H8SG@1150|Oscillatoriales",1117|Cyanobacteria,S,of the beta-lactamase superfamily I,-,-,-,-,ribonuclease Z [EC:3.1.26.11],-,Significant
2849.13125175293,-1.48825589898762,0.0097179553387929,203124.Tery_2701,1.4799999999999999e-204,6.420000000000001e-200,410.5,554.0,"COG0287@1|root,COG0287@2|Bacteria,1G0P0@1117|Cyanobacteria,1H96E@1150|Oscillatoriales",1117|Cyanobacteria,E,PFAM Prephenate dehydrogenase,tyrA,-,1.3.1.78,ko:K15226,arogenate dehydrogenase (NADP+) [EC:1.3.1.78],"ko00400,ko01100,ko01110,ko01230,map00400,map01100,map01110,map01230",Significant
2174.02559805866,-1.48463474811576,1.23601794785977e-05,203124.Tery_3398,7.619999999999999e-128,9.39e-282,,768.0,"COG2175@1|root,COG2175@2|Bacteria,1G1VU@1117|Cyanobacteria,1HH6E@1150|Oscillatoriales",1117|Cyanobacteria,Q,"Taurine catabolism dioxygenase TauD, TfdA family",-,-,-,-,,-,Significant
728.868365685581,-1.4844221453336,0.0026436653058448,203124.Tery_1790,1.9700000000000002e-43,2.8e-149,104.0,421.0,"COG1309@1|root,COG1309@2|Bacteria,1G7C3@1117|Cyanobacteria,1HFY7@1150|Oscillatoriales",1117|Cyanobacteria,K,"Bacterial regulatory proteins, tetR family",-,-,-,-,"TetR/AcrR family transcriptional regulator, regulator of cefoperazone and chloramphenicol sensitivity",-,Significant
4533.34211091145,-1.48292815215794,0.0001648515349003,203124.Tery_3924,5.52e-317,8.02e-311,,847.0,"COG0468@1|root,COG0468@2|Bacteria,1GPZM@1117|Cyanobacteria,1H7JI@1150|Oscillatoriales",1117|Cyanobacteria,L,"K COG5665 CCR4-NOT transcriptional regulation complex, NOT5 subunit",-,-,-,-,,-,Significant
1750.47688377941,-1.48132172911175,0.0016492380985247,203124.Tery_4484,,1.97e-171,83.4,479.0,"COG1413@1|root,COG1413@2|Bacteria,1G07Q@1117|Cyanobacteria,1H7EP@1150|Oscillatoriales",1117|Cyanobacteria,C,PBS lyase HEAT-like repeat,-,-,-,-,HEAT repeat-containing taxis protein,-,Significant
11232.1012304535,-1.47603051307732,0.0002592701607601,203124.Tery_3679,7.75e-113,1.67e-108,106.3,313.0,"COG2259@1|root,COG2259@2|Bacteria,1G62K@1117|Cyanobacteria,1HB2Q@1150|Oscillatoriales",1117|Cyanobacteria,S,PFAM DoxX,-,-,-,ko:K15977,putative oxidoreductase,-,Significant
250.450987048341,-1.47588048627782,0.0008260553946433,203124.Tery_4436,2.42e-22,3.43e-18,,82.0,"COG2327@1|root,COG2327@2|Bacteria",2|Bacteria,S,slime layer polysaccharide biosynthetic process,-,-,-,-,,-,Significant
2672.12789121108,-1.47516834772622,0.010244815083542,203124.Tery_3977,9.77e-61,5.170000000000001e-57,73.1,176.0,"COG2740@1|root,COG2740@2|Bacteria,1G82M@1117|Cyanobacteria,1HCA2@1150|Oscillatoriales",1117|Cyanobacteria,K,nucleic-acid-binding protein implicated in transcription termination,-,-,-,ko:K07742,uncharacterized protein,-,Significant
621.166555902804,-1.47477351910188,0.0323503022942207,1469607.KK073768_gene871,,1.7500000000000001e-56,88.1,192.0,"COG0399@1|root,COG0500@1|root,COG0399@2|Bacteria,COG0500@2|Bacteria,1GDC5@1117|Cyanobacteria",1117|Cyanobacteria,E,DegT/DnrJ/EryC1/StrS aminotransferase family,-,-,-,-,perosamine synthetase [EC:2.6.1.102],-,Significant
4536.31562631842,-1.47347007406982,0.0008366000086386,203124.Tery_3157,6.259999999999999e-159,0.0,983.5,1457.0,"COG1505@1|root,COG1505@2|Bacteria,1G1B7@1117|Cyanobacteria,1H87F@1150|Oscillatoriales",1117|Cyanobacteria,E,"PFAM Prolyl oligopeptidase, N-terminal beta-propeller domain",-,-,3.4.21.26,ko:K01322,prolyl oligopeptidase [EC:3.4.21.26],"ko04614,map04614",Significant
14423.4881378983,-1.47183480738601,0.0090727431660298,203124.Tery_1704,0.0,0.0,1284.2,1897.0,"COG0495@1|root,COG0495@2|Bacteria,1G029@1117|Cyanobacteria,1H7PJ@1150|Oscillatoriales",1117|Cyanobacteria,J,Belongs to the class-I aminoacyl-tRNA synthetase family,leuS,"GO:0003674,GO:0003824,GO:0004812,GO:0004823,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006429,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576",6.1.1.4,ko:K01869,leucyl-tRNA synthetase [EC:6.1.1.4],"ko00970,map00970",Significant
3310.68398695511,-1.46911136431002,2.38359148196238e-05,203124.Tery_1150,4.25e-232,7.84e-229,543.7,632.0,"COG1077@1|root,COG1077@2|Bacteria,1G26R@1117|Cyanobacteria,1H80K@1150|Oscillatoriales",1117|Cyanobacteria,D,TIGRFAM Cell shape determining protein MreB Mrl,mreB,-,-,ko:K03569,rod shape-determining protein MreB and related proteins,-,Significant
2422.72195763036,-1.46632858990721,0.011088277642578,203124.Tery_4965,0.0,0.0,,894.0,"COG4370@1|root,COG4370@2|Bacteria,1G0QR@1117|Cyanobacteria,1H87A@1150|Oscillatoriales",1117|Cyanobacteria,S,TIGRFAM conserved,-,-,-,-,,-,Significant
1592.19285669554,-1.46219574761415,5.39275530722179e-08,203124.Tery_4587,3.89e-183,2.18e-110,,318.0,"2APM1@1|root,31EQC@2|Bacteria,1G6ZJ@1117|Cyanobacteria,1HBI8@1150|Oscillatoriales",1117|Cyanobacteria,S,2TM domain,-,-,-,-,,-,Significant
9753.98418585616,-1.46100705358254,0.0208008123560626,203124.Tery_3523,2.56e-304,7.819999999999999e-300,579.6,818.0,"COG0172@1|root,COG0172@2|Bacteria,1G0PI@1117|Cyanobacteria,1H8XB@1150|Oscillatoriales",1117|Cyanobacteria,J,"Catalyzes the attachment of serine to tRNA(Ser). Is also able to aminoacylate tRNA(Sec) with serine, to form the misacylated tRNA L-seryl-tRNA(Sec), which will be further converted into selenocysteinyl-tRNA(Sec)",serS,-,6.1.1.11,ko:K01875,seryl-tRNA synthetase [EC:6.1.1.11],"ko00970,map00970",Significant
11154.3977888955,-1.45839023878269,0.0008787645858622,203124.Tery_4645,0.0,0.0,110.0,1475.0,"COG3957@1|root,COG3957@2|Bacteria,1G23D@1117|Cyanobacteria,1H8NV@1150|Oscillatoriales",1117|Cyanobacteria,G,D-xylulose 5-phosphate D-fructose 6-phosphate phosphoketolase,-,-,-,-,xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22],-,Significant
238.6881427061,-1.45715443274272,0.0390398990875754,203124.Tery_4968,1.99e-44,1.4999999999999999e-40,,134.0,"COG1714@1|root,COG1714@2|Bacteria",2|Bacteria,S,RDD family,yxaI,-,-,-,,-,Significant
2543.78367558986,-1.45432206935431,5.38146054635034e-08,203124.Tery_4491,1.6500000000000002e-200,3.9600000000000004e-160,204.9,449.0,"COG2197@1|root,COG2197@2|Bacteria,1G1TZ@1117|Cyanobacteria,1H7FH@1150|Oscillatoriales",1117|Cyanobacteria,K,Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain,ycf29,-,-,-,"two-component system, NarL family, response regulator",-,Significant
2585.10616989643,-1.45287483284542,0.0001116795757476,203124.Tery_1646,4.18e-85,3.53e-253,231.8,694.0,"COG2008@1|root,COG2008@2|Bacteria,1G1VY@1117|Cyanobacteria,1H7SC@1150|Oscillatoriales",1117|Cyanobacteria,E,Catalyzes the cleavage of L-allo-threonine and L- threonine to glycine and acetaldehyde,-,-,4.1.2.48,ko:K01620,threonine aldolase [EC:4.1.2.48],"ko00260,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map01100,map01110,map01120,map01130,map01230",Significant
3680.98684834864,-1.44997121513165,0.0106166547073893,203124.Tery_4976,5.79e-306,0.0,351.7,1040.0,"COG1233@1|root,COG1233@2|Bacteria,1G0AY@1117|Cyanobacteria,1H879@1150|Oscillatoriales",1117|Cyanobacteria,Q,FAD dependent oxidoreductase,-,-,5.2.1.13,ko:K09835,prolycopene isomerase [EC:5.2.1.13],"ko00906,ko01100,ko01110,map00906,map01100,map01110",Significant
125192.432957447,-1.44861101280262,0.0001955218822287,203124.Tery_0845,1.8e-142,1.74e-159,193.1,447.0,"COG5424@1|root,COG5424@2|Bacteria,1G23M@1117|Cyanobacteria,1H8T4@1150|Oscillatoriales",1117|Cyanobacteria,H,Pyrroloquinoline quinone (Coenzyme PQQ) biosynthesis protein C,-,-,1.3.3.11,ko:K06137,pyrroloquinoline-quinone synthase [EC:1.3.3.11],-,Significant
2974.55095391793,-1.44846192702869,9.26276866630336e-05,203124.Tery_1603,2.49e-311,9.29e-310,455.5,843.0,"COG0285@1|root,COG0285@2|Bacteria,1G04F@1117|Cyanobacteria,1H7QY@1150|Oscillatoriales",1117|Cyanobacteria,H,Belongs to the folylpolyglutamate synthase family,folC,-,"6.3.2.12,6.3.2.17",ko:K11754,dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17],"ko00790,ko01100,map00790,map01100",Significant
2041.4029686104,-1.44615054474279,2.4938927364886e-05,203124.Tery_3727,3.6000000000000003e-123,1.34e-119,,342.0,"COG1714@1|root,COG1714@2|Bacteria,1G6WQ@1117|Cyanobacteria,1HCFM@1150|Oscillatoriales",1117|Cyanobacteria,S,pfam rdd,-,-,-,-,,-,Significant
7191.43343153855,-1.44431450764321,0.0003777849793056,203124.Tery_0313,1.51e-266,4.4e-260,244.2,718.0,"COG2268@1|root,COG2268@2|Bacteria,1G399@1117|Cyanobacteria,1H9DC@1150|Oscillatoriales",1117|Cyanobacteria,S,PFAM SPFH domain Band 7 family,-,-,-,ko:K07192,flotillin,"ko04910,map04910",Significant
2720.65557660716,-1.44374673880131,9.24609718485203e-05,203124.Tery_3668,2.7200000000000003e-289,2.0000000000000002e-278,62.2,778.0,"COG1357@1|root,COG1357@2|Bacteria,1G1SR@1117|Cyanobacteria,1H7C5@1150|Oscillatoriales",1117|Cyanobacteria,S,PFAM Pentapeptide repeats (8 copies),-,-,-,-,BTB/POZ domain-containing protein KCTD9,-,Significant
3723.56557846383,-1.44361993955299,5.26892790564344e-06,203124.Tery_1923,2.22e-62,5.93e-122,282.4,348.0,"COG0529@1|root,COG0529@2|Bacteria,1G21C@1117|Cyanobacteria,1H93G@1150|Oscillatoriales",1117|Cyanobacteria,F,Catalyzes the synthesis of activated sulfate,cysC,-,2.7.1.25,ko:K00860,adenylylsulfate kinase [EC:2.7.1.25],"ko00230,ko00920,ko01100,ko01120,map00230,map00920,map01100,map01120",Significant
1873.30854064591,-1.44179952390038,2.49443341571523e-06,203124.Tery_1310,1.35e-21,1.66e-146,236.3,412.0,"COG0681@1|root,COG0681@2|Bacteria,1G519@1117|Cyanobacteria,1HAKR@1150|Oscillatoriales",1117|Cyanobacteria,U,Belongs to the peptidase S26 family,lepB,-,3.4.21.89,ko:K03100,signal peptidase I [EC:3.4.21.89],"ko02024,ko03060,map02024,map03060",Significant
9088.76687822442,-1.43184434293038,0.0096961477885303,203124.Tery_2577,1.22e-243,4.0299999999999994e-42,,138.0,"2E44G@1|root,32Z0M@2|Bacteria,1G953@1117|Cyanobacteria,1HCTB@1150|Oscillatoriales",1117|Cyanobacteria,S,Protein of unknown function (DUF2997),-,-,-,-,,-,Significant
1450.6748923858,-1.43048695615394,0.0013334079145853,203124.Tery_1175,6.98e-183,1.06e-178,372.2,498.0,"COG0007@1|root,COG0007@2|Bacteria,1G0X6@1117|Cyanobacteria,1H83E@1150|Oscillatoriales",1117|Cyanobacteria,H,Belongs to the precorrin methyltransferase family,cobA,"GO:0003674,GO:0003824,GO:0004851,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008169,GO:0008757,GO:0009058,GO:0009987,GO:0016740,GO:0016741,GO:0018130,GO:0019354,GO:0019438,GO:0032259,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0046148,GO:0046156,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",2.1.1.107,ko:K02303,uroporphyrin-III C-methyltransferase [EC:2.1.1.107],"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",Significant
3025.54218139674,-1.4279662642459,0.0028355261675183,203124.Tery_4088,3.6699999999999995e-216,7.910000000000001e-212,494.9,584.0,"COG0447@1|root,COG0447@2|Bacteria,1G10D@1117|Cyanobacteria,1H70Q@1150|Oscillatoriales",1117|Cyanobacteria,H,"Converts o-succinylbenzoyl-CoA (OSB-CoA) to 1,4- dihydroxy-2-naphthoyl-CoA (DHNA-CoA)",menB,-,4.1.3.36,ko:K01661,naphthoate synthase [EC:4.1.3.36],"ko00130,ko01100,ko01110,map00130,map01100,map01110",Significant
1465.28128884173,-1.42375950564199,2.7621212819903e-05,203124.Tery_1250,3.4799999999999997e-284,1.3399999999999999e-141,66.4,400.0,"COG0484@1|root,COG0484@2|Bacteria,1G5UK@1117|Cyanobacteria,1H9H6@1150|Oscillatoriales",1117|Cyanobacteria,O,DnaJ-class molecular chaperone with C-terminal Zn finger domain,-,-,-,-,curved DNA-binding protein,-,Significant
1936.21347938936,-1.42058899901238,0.0058449158940771,203124.Tery_0470,9.08e-28,3.12e-23,,95.5,"COG3344@1|root,COG3344@2|Bacteria,1G5RB@1117|Cyanobacteria,1HBCJ@1150|Oscillatoriales",1117|Cyanobacteria,L,N-terminal domain of reverse transcriptase,-,-,2.7.7.49,ko:K00986,,-,Significant
7784.34057446686,-1.41996610484667,0.0029014145969574,203124.Tery_0347,,1.06e-279,,763.0,"COG2441@1|root,COG2441@2|Bacteria,1G0CM@1117|Cyanobacteria,1H78C@1150|Oscillatoriales",1117|Cyanobacteria,C,Co2 hydration protein,cupB,-,-,-,,-,Significant
11657.1802912805,-1.41924526942499,0.0003453318500601,203124.Tery_4799,9.48e-93,4.26e-92,226.3,269.0,"28I0N@1|root,2Z81S@2|Bacteria,1G310@1117|Cyanobacteria,1HAMG@1150|Oscillatoriales",1117|Cyanobacteria,C,PFAM Phycobilisome protein,apcD,-,-,ko:K02095,allophycocyanin-B,"ko00196,ko01100,map00196,map01100",Significant
4944.88245264981,-1.41908269744079,9.53642193110641e-05,203124.Tery_2865,2.54e-236,9.44e-233,91.6,639.0,"COG1235@1|root,COG1235@2|Bacteria,1G166@1117|Cyanobacteria,1H884@1150|Oscillatoriales",1117|Cyanobacteria,S,of the beta-lactamase superfamily I,-,-,-,-,ribonuclease Z [EC:3.1.26.11],-,Significant
6730.84779987999,-1.41333406358792,0.000776923446491,203124.Tery_1027,,3.13e-251,553.8,689.0,"COG0523@1|root,COG0523@2|Bacteria,1FZWP@1117|Cyanobacteria,1H79F@1150|Oscillatoriales",1117|Cyanobacteria,S,Cobalamin synthesis protein cobW C-terminal domain,cobW,-,-,ko:K02234,cobalamin biosynthesis protein CobW,-,Significant
233.242060220624,-1.41062570569839,0.034165574421822,1173029.JH980292_gene1013,,5.73e-08,,55.1,"COG1520@1|root,COG2931@1|root,COG3210@1|root,COG1520@2|Bacteria,COG2931@2|Bacteria,COG3210@2|Bacteria,1G689@1117|Cyanobacteria,1HEJ6@1150|Oscillatoriales",1117|Cyanobacteria,Q,Domain of unknown function (DUF4114),-,-,-,ko:K20276,,"ko02024,map02024",Significant
